trial,phase,x,y
1,warmup,"[4.0, 8.0, 1.0, 0.0, 0.0, 0.0]",4.082469945502365
2,warmup,"[8.5, 6.5, 2.0, 2.0, 0.0, 0.0]",5.193536535781903
3,warmup,"[4.0, 6.5, 2.0, 1.0, 1.0, 2.0]",4.058720227385667
3,main,"[8.5, 6.5, 1.0, 0.0, 1.0, 0.0]",5.827733015958247
4,main,"[8.5, 8.0, 2.0, 1.0, 1.0, 0.0]",5.779702002194882
5,main,"[4.0, 8.0, 1.0, 0.0, 0.0, 1.0]",3.3697145908328467
6,main,"[4.0, 8.0, 1.0, 1.0, 1.0, 1.0]",4.995993918306617
7,main,"[8.5, 8.0, 0.0, 1.0, 0.0, 2.0]",4.64092474144774
8,main,"[4.0, 6.5, 1.0, 2.0, 1.0, 1.0]",2.9935047493541544
9,main,"[2.799999952316284, 6.5, 0.0, 1.0, 1.0, 2.0]",2.7077712192560783
10,main,"[8.5, 6.5, 0.0, 1.0, 0.0, 1.0]",3.543168376534404
11,main,"[2.799999952316284, 6.5, 2.0, 1.0, 0.0, 0.0]",3.1313881231295038
12,main,"[2.799999952316284, 6.5, 1.0, 0.0, 1.0, 2.0]",2.8313109613247986
13,main,"[2.799999952316284, 6.5, 1.0, 1.0, 0.0, 2.0]",1.1417742211502389
14,main,"[4.0, 8.0, 0.0, 1.0, 1.0, 1.0]",1.7718132689649648
15,main,"[4.0, 8.0, 0.0, 2.0, 0.0, 1.0]",2.517038602484451
16,main,"[8.5, 8.0, 1.0, 2.0, 0.0, 2.0]",4.170120085026211
17,main,"[8.5, 8.0, 0.0, 1.0, 1.0, 2.0]",4.541970446098361
18,main,"[8.5, 8.0, 0.0, 1.0, 0.0, 1.0]",3.500821461848667
19,main,"[8.5, 8.0, 2.0, 0.0, 1.0, 1.0]",4.622526250703676
20,main,"[8.5, 6.5, 0.0, 0.0, 0.0, 0.0]",5.078549552069597
21,main,"[4.0, 8.0, 2.0, 2.0, 0.0, 0.0]",4.526152343992799
22,main,"[8.5, 8.0, 1.0, 2.0, 1.0, 2.0]",5.131996767975627
23,main,"[8.5, 8.0, 2.0, 2.0, 0.0, 2.0]",4.652943991983071
24,main,"[8.5, 8.0, 1.0, 1.0, 1.0, 1.0]",4.710825352481535
25,main,"[4.0, 8.0, 1.0, 1.0, 1.0, 0.0]",4.015410444442521
26,main,"[8.5, 8.0, 2.0, 2.0, 1.0, 0.0]",5.173735046116677
27,main,"[2.799999952316284, 6.5, 0.0, 2.0, 0.0, 2.0]",2.429287459821053
28,main,"[2.799999952316284, 6.5, 0.0, 0.0, 1.0, 0.0]",2.0275081944574054
29,main,"[8.5, 8.0, 1.0, 1.0, 0.0, 0.0]",4.925395860342894
30,main,"[4.0, 6.5, 0.0, 0.0, 1.0, 2.0]",2.0866859085833647
31,main,"[8.5, 8.0, 1.0, 1.0, 1.0, 2.0]",6.406254252437807
32,main,"[2.799999952316284, 8.0, 0.0, 0.0, 0.0, 1.0]",2.379607122646676
33,main,"[2.799999952316284, 8.0, 2.0, 2.0, 1.0, 2.0]",3.2355626711306917
34,main,"[4.0, 8.0, 2.0, 1.0, 1.0, 2.0]",4.943359683051305
35,main,"[8.5, 8.0, 0.0, 0.0, 1.0, 1.0]",3.4099503895223124
36,main,"[8.5, 8.0, 1.0, 1.0, 0.0, 2.0]",5.010825015837378
37,main,"[2.799999952316284, 8.0, 1.0, 0.0, 0.0, 2.0]",1.5310540379911741
38,main,"[4.0, 6.5, 0.0, 2.0, 1.0, 1.0]",1.8772967423482088
39,main,"[2.799999952316284, 6.5, 2.0, 1.0, 0.0, 2.0]",3.3415831849978264
40,main,"[8.5, 6.5, 1.0, 2.0, 1.0, 2.0]",5.123619293120534
41,main,"[4.0, 8.0, 0.0, 2.0, 0.0, 2.0]",2.9319535765162774
42,main,"[8.5, 8.0, 2.0, 1.0, 1.0, 2.0]",5.570950923292905
43,main,"[8.5, 8.0, 2.0, 1.0, 1.0, 1.0]",5.578150255128097
44,main,"[4.0, 8.0, 1.0, 1.0, 0.0, 1.0]",2.511538115100797
45,main,"[4.0, 8.0, 0.0, 1.0, 0.0, 0.0]",2.445719959536074
46,main,"[4.0, 8.0, 1.0, 0.0, 1.0, 1.0]",3.3253081967268887
47,main,"[4.0, 6.5, 2.0, 2.0, 1.0, 1.0]",4.623984167236698
48,main,"[8.5, 6.5, 0.0, 1.0, 0.0, 2.0]",4.014586082967716
49,main,"[2.799999952316284, 8.0, 1.0, 2.0, 1.0, 2.0]",2.012459116431505
50,main,"[4.0, 8.0, 0.0, 1.0, 1.0, 2.0]",3.1995446564339924
51,main,"[4.0, 8.0, 2.0, 0.0, 1.0, 1.0]",4.063486744811286
52,main,"[4.0, 6.5, 2.0, 2.0, 1.0, 2.0]",3.138770112812546
