trial,phase,x,y
1,warmup,"[4.0, 8.0, 0.0, 1.0, 0.0, 1.0]",3.2324698978186492
2,warmup,"[4.0, 8.0, 1.0, 2.0, 1.0, 0.0]",3.9235365384641128
3,warmup,"[8.5, 8.0, 2.0, 1.0, 1.0, 2.0]",6.158720275069384
3,main,"[4.0, 8.0, 2.0, 1.0, 1.0, 1.0]",5.632733090166029
4,main,"[8.5, 8.0, 0.0, 1.0, 0.0, 0.0]",4.169701901463031
5,main,"[8.5, 8.0, 1.0, 2.0, 1.0, 2.0]",4.899714593515057
6,main,"[4.0, 8.0, 0.0, 1.0, 0.0, 2.0]",3.9159938679406916
7,main,"[8.5, 6.5, 2.0, 0.0, 1.0, 0.0]",5.700924794495874
8,main,"[2.799999952316284, 8.0, 2.0, 1.0, 1.0, 0.0]",3.888504809256821
9,main,"[4.0, 6.5, 2.0, 2.0, 0.0, 0.0]",4.3677712812449085
10,main,"[2.799999952316284, 8.0, 1.0, 0.0, 1.0, 2.0]",2.813168412595214
11,main,"[8.5, 6.5, 2.0, 0.0, 1.0, 2.0]",4.451388142799035
12,main,"[4.0, 8.0, 2.0, 2.0, 0.0, 1.0]",4.736311044473278
13,main,"[8.5, 6.5, 2.0, 1.0, 1.0, 0.0]",3.7367742646616295
14,main,"[4.0, 6.5, 1.0, 2.0, 1.0, 0.0]",2.176813295489032
15,main,"[2.799999952316284, 6.5, 2.0, 0.0, 1.0, 1.0]",2.8170386412274704
16,main,"[2.799999952316284, 8.0, 2.0, 2.0, 0.0, 2.0]",3.2601201184048105
17,main,"[2.799999952316284, 8.0, 0.0, 2.0, 0.0, 2.0]",2.6819704317932462
18,main,"[4.0, 8.0, 1.0, 2.0, 0.0, 0.0]",3.2008215095323838
19,main,"[2.799999952316284, 6.5, 1.0, 2.0, 1.0, 0.0]",2.0575261621907774
20,main,"[8.5, 8.0, 1.0, 1.0, 0.0, 2.0]",5.978549599753313
21,main,"[8.5, 6.5, 0.0, 2.0, 1.0, 2.0]",3.926152248625367
22,main,"[4.0, 8.0, 2.0, 2.0, 0.0, 2.0]",4.451996812977133
23,main,"[2.799999952316284, 6.5, 2.0, 1.0, 1.0, 1.0]",2.2529439353586573
24,main,"[8.5, 6.5, 1.0, 0.0, 1.0, 1.0]",4.085825328639677
25,main,"[8.5, 6.5, 1.0, 0.0, 0.0, 0.0]",4.610410417918455
26,main,"[4.0, 6.5, 0.0, 2.0, 1.0, 1.0]",2.0137349453848272
27,main,"[2.799999952316284, 6.5, 2.0, 2.0, 0.0, 0.0]",3.8792875075047686
28,main,"[4.0, 8.0, 1.0, 2.0, 1.0, 2.0]",3.2675082591284452
29,main,"[4.0, 8.0, 1.0, 1.0, 1.0, 0.0]",3.7053958630251014
30,main,"[4.0, 8.0, 1.0, 1.0, 0.0, 1.0]",3.1866859562670804
31,main,"[8.5, 8.0, 0.0, 1.0, 1.0, 2.0]",5.726254202071882
32,main,"[2.799999952316284, 8.0, 2.0, 1.0, 0.0, 0.0]",4.229607218014108
33,main,"[8.5, 8.0, 2.0, 0.0, 0.0, 0.0]",5.035562680071389
34,main,"[2.799999952316284, 8.0, 1.0, 0.0, 0.0, 2.0]",3.6733596156980566
35,main,"[2.799999952316284, 8.0, 1.0, 1.0, 1.0, 1.0]",2.479950425583123
36,main,"[8.5, 6.5, 0.0, 1.0, 0.0, 2.0]",3.910824968153662
37,main,"[4.0, 8.0, 2.0, 1.0, 0.0, 2.0]",2.7910540999800038
38,main,"[8.5, 8.0, 1.0, 0.0, 0.0, 1.0]",3.8772967900319255
39,main,"[2.799999952316284, 6.5, 0.0, 1.0, 1.0, 2.0]",2.441583137314111
40,main,"[4.0, 6.5, 0.0, 2.0, 1.0, 2.0]",3.3186192665964667
41,main,"[4.0, 6.5, 1.0, 1.0, 0.0, 0.0]",3.4069536003581353
42,main,"[4.0, 6.5, 2.0, 0.0, 1.0, 1.0]",3.520950875609189
43,main,"[4.0, 8.0, 0.0, 0.0, 1.0, 2.0]",2.6181501543962478
44,main,"[2.799999952316284, 8.0, 0.0, 0.0, 0.0, 2.0]",1.1015380531119663
45,main,"[2.799999952316284, 8.0, 0.0, 0.0, 1.0, 2.0]",1.9357199452309597
46,main,"[2.799999952316284, 6.5, 2.0, 2.0, 1.0, 2.0]",2.945308185103983
47,main,"[4.0, 8.0, 2.0, 0.0, 1.0, 1.0]",5.173984214920415
48,main,"[2.799999952316284, 6.5, 2.0, 1.0, 0.0, 2.0]",3.4545861163463165
49,main,"[8.5, 6.5, 0.0, 1.0, 1.0, 1.0]",2.792459080370694
50,main,"[2.799999952316284, 6.5, 1.0, 1.0, 0.0, 2.0]",2.8645446659707354
51,main,"[8.5, 8.0, 1.0, 0.0, 1.0, 0.0]",4.883486694445361
52,main,"[2.799999952316284, 6.5, 0.0, 0.0, 0.0, 1.0]",1.5687700454592972
