Condition_ID,x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture
115,4.0,6.5,Strict,Translucent,Closed,Strict
240,8.5,6.5,Rotated,Solid,Open,Chaos
160,4.0,6.5,Chaos,Color,Open,Strict
278,8.5,8.0,Strict,Translucent,Closed,Rotated
66,2.8,8.0,Strict,Translucent,Open,Chaos
183,4.0,8.0,Rotated,Solid,Closed,Chaos
207,4.0,8.0,Chaos,Translucent,Closed,Chaos
110,4.0,6.5,Strict,Solid,Closed,Rotated
18,2.8,6.5,Strict,Color,Open,Chaos
49,2.8,6.5,Chaos,Color,Closed,Strict
190,4.0,8.0,Rotated,Translucent,Open,Strict
84,2.8,8.0,Rotated,Translucent,Open,Chaos
34,2.8,6.5,Rotated,Color,Open,Strict
295,8.5,8.0,Rotated,Translucent,Closed,Strict
256,8.5,6.5,Chaos,Solid,Open,Strict
200,4.0,8.0,Chaos,Solid,Closed,Rotated
177,4.0,8.0,Strict,Color,Closed,Chaos
95,2.8,8.0,Chaos,Solid,Open,Rotated
10,2.8,6.5,Strict,Translucent,Open,Strict
139,4.0,6.5,Rotated,Color,Closed,Strict
83,2.8,8.0,Rotated,Translucent,Open,Rotated
312,8.5,8.0,Chaos,Solid,Open,Chaos
72,2.8,8.0,Strict,Color,Open,Chaos
54,2.8,6.5,Chaos,Color,Open,Chaos
163,4.0,8.0,Strict,Solid,Closed,Strict
267,8.5,6.5,Chaos,Color,Closed,Chaos
185,4.0,8.0,Rotated,Solid,Open,Rotated
133,4.0,6.5,Rotated,Translucent,Closed,Strict
8,2.8,6.5,Strict,Translucent,Closed,Rotated
93,2.8,8.0,Chaos,Solid,Closed,Chaos
231,8.5,6.5,Strict,Color,Closed,Chaos
1,2.8,6.5,Strict,Solid,Closed,Strict
271,8.5,8.0,Strict,Solid,Closed,Strict
71,2.8,8.0,Strict,Color,Open,Rotated
261,8.5,6.5,Chaos,Translucent,Closed,Chaos
6,2.8,6.5,Strict,Solid,Open,Chaos
232,8.5,6.5,Strict,Color,Open,Strict
320,8.5,8.0,Chaos,Color,Closed,Rotated
170,4.0,8.0,Strict,Translucent,Closed,Rotated
79,2.8,8.0,Rotated,Translucent,Closed,Strict
324,8.5,8.0,Chaos,Color,Open,Chaos
105,2.8,8.0,Chaos,Color,Closed,Chaos
323,8.5,8.0,Chaos,Color,Open,Rotated
226,8.5,6.5,Strict,Translucent,Open,Strict
265,8.5,6.5,Chaos,Color,Closed,Strict
307,8.5,8.0,Chaos,Solid,Closed,Strict
292,8.5,8.0,Rotated,Solid,Open,Strict
127,4.0,6.5,Rotated,Solid,Closed,Strict
124,4.0,6.5,Strict,Color,Open,Strict
153,4.0,6.5,Chaos,Translucent,Closed,Chaos
228,8.5,6.5,Strict,Translucent,Open,Chaos
113,4.0,6.5,Strict,Solid,Open,Rotated
152,4.0,6.5,Chaos,Translucent,Closed,Rotated
172,4.0,8.0,Strict,Translucent,Open,Strict
220,8.5,6.5,Strict,Solid,Open,Strict
216,4.0,8.0,Chaos,Color,Open,Chaos
148,4.0,6.5,Chaos,Solid,Open,Strict
316,8.5,8.0,Chaos,Translucent,Open,Strict
147,4.0,6.5,Chaos,Solid,Closed,Chaos
74,2.8,8.0,Rotated,Solid,Closed,Rotated
137,4.0,6.5,Rotated,Translucent,Open,Rotated
140,4.0,6.5,Rotated,Color,Closed,Rotated
238,8.5,6.5,Rotated,Solid,Open,Strict
87,2.8,8.0,Rotated,Color,Closed,Chaos
156,4.0,6.5,Chaos,Translucent,Open,Chaos
273,8.5,8.0,Strict,Solid,Closed,Chaos
315,8.5,8.0,Chaos,Translucent,Closed,Chaos
192,4.0,8.0,Rotated,Translucent,Open,Chaos
199,4.0,8.0,Chaos,Solid,Closed,Strict
298,8.5,8.0,Rotated,Translucent,Open,Strict
248,8.5,6.5,Rotated,Color,Closed,Rotated
