x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture
-0.937410017830106,-1.0,2,1,0,2
-0.937410017830106,-1.0,2,1,0,1
-0.937410017830106,-1.0,2,1,0,0
-0.937410017830106,-1.0,2,1,1,2
-0.937410017830106,-1.0,2,1,1,1
-0.937410017830106,-1.0,2,1,1,0
-0.937410017830106,-1.0,2,2,0,2
-0.937410017830106,-1.0,2,2,0,1
-0.937410017830106,-1.0,2,2,0,0
-0.937410017830106,-1.0,2,2,1,2
-0.937410017830106,-1.0,2,2,1,1
-0.937410017830106,-1.0,2,2,1,0
-0.937410017830106,-1.0,2,0,0,2
-0.937410017830106,-1.0,2,0,0,1
-0.937410017830106,-1.0,2,0,0,0
-0.937410017830106,-1.0,2,0,1,2
-0.937410017830106,-1.0,2,0,1,1
-0.937410017830106,-1.0,2,0,1,0
-0.937410017830106,-1.0,1,1,0,2
-0.937410017830106,-1.0,1,1,0,1
-0.937410017830106,-1.0,1,1,0,0
-0.937410017830106,-1.0,1,1,1,2
-0.937410017830106,-1.0,1,1,1,1
-0.937410017830106,-1.0,1,1,1,0
-0.937410017830106,-1.0,1,2,0,2
-0.937410017830106,-1.0,1,2,0,1
-0.937410017830106,-1.0,1,2,0,0
-0.937410017830106,-1.0,1,2,1,2
-0.937410017830106,-1.0,1,2,1,1
-0.937410017830106,-1.0,1,2,1,0
-0.937410017830106,-1.0,1,0,0,2
-0.937410017830106,-1.0,1,0,0,1
-0.937410017830106,-1.0,1,0,0,0
-0.937410017830106,-1.0,1,0,1,2
-0.937410017830106,-1.0,1,0,1,1
-0.937410017830106,-1.0,1,0,1,0
-0.937410017830106,-1.0,0,1,0,2
-0.937410017830106,-1.0,0,1,0,1
-0.937410017830106,-1.0,0,1,0,0
-0.937410017830106,-1.0,0,1,1,2
-0.937410017830106,-1.0,0,1,1,1
-0.937410017830106,-1.0,0,1,1,0
-0.937410017830106,-1.0,0,2,0,2
-0.937410017830106,-1.0,0,2,0,1
-0.937410017830106,-1.0,0,2,0,0
-0.937410017830106,-1.0,0,2,1,2
-0.937410017830106,-1.0,0,2,1,1
-0.937410017830106,-1.0,0,2,1,0
-0.937410017830106,-1.0,0,0,0,2
-0.937410017830106,-1.0,0,0,0,1
-0.937410017830106,-1.0,0,0,0,0
-0.937410017830106,-1.0,0,0,1,2
-0.937410017830106,-1.0,0,0,1,1
-0.937410017830106,-1.0,0,0,1,0
-0.937410017830106,1.0,2,1,0,2
-0.937410017830106,1.0,2,1,0,1
-0.937410017830106,1.0,2,1,0,0
-0.937410017830106,1.0,2,1,1,2
-0.937410017830106,1.0,2,1,1,1
-0.937410017830106,1.0,2,1,1,0
-0.937410017830106,1.0,2,2,0,2
-0.937410017830106,1.0,2,2,0,1
-0.937410017830106,1.0,2,2,0,0
-0.937410017830106,1.0,2,2,1,2
-0.937410017830106,1.0,2,2,1,1
-0.937410017830106,1.0,2,2,1,0
-0.937410017830106,1.0,2,0,0,2
-0.937410017830106,1.0,2,0,0,1
-0.937410017830106,1.0,2,0,0,0
-0.937410017830106,1.0,2,0,1,2
-0.937410017830106,1.0,2,0,1,1
-0.937410017830106,1.0,2,0,1,0
-0.937410017830106,1.0,1,1,0,2
-0.937410017830106,1.0,1,1,0,1
-0.937410017830106,1.0,1,1,0,0
-0.937410017830106,1.0,1,1,1,2
-0.937410017830106,1.0,1,1,1,1
-0.937410017830106,1.0,1,1,1,0
-0.937410017830106,1.0,1,2,0,2
-0.937410017830106,1.0,1,2,0,1
-0.937410017830106,1.0,1,2,0,0
-0.937410017830106,1.0,1,2,1,2
-0.937410017830106,1.0,1,2,1,1
-0.937410017830106,1.0,1,2,1,0
-0.937410017830106,1.0,1,0,0,2
-0.937410017830106,1.0,1,0,0,1
-0.937410017830106,1.0,1,0,0,0
-0.937410017830106,1.0,1,0,1,2
-0.937410017830106,1.0,1,0,1,1
-0.937410017830106,1.0,1,0,1,0
-0.937410017830106,1.0,0,1,0,2
-0.937410017830106,1.0,0,1,0,1
-0.937410017830106,1.0,0,1,0,0
-0.937410017830106,1.0,0,1,1,2
-0.937410017830106,1.0,0,1,1,1
-0.937410017830106,1.0,0,1,1,0
-0.937410017830106,1.0,0,2,0,2
-0.937410017830106,1.0,0,2,0,1
-0.937410017830106,1.0,0,2,0,0
-0.937410017830106,1.0,0,2,1,2
-0.937410017830106,1.0,0,2,1,1
-0.937410017830106,1.0,0,2,1,0
-0.937410017830106,1.0,0,0,0,2
-0.937410017830106,1.0,0,0,0,1
-0.937410017830106,1.0,0,0,0,0
-0.937410017830106,1.0,0,0,1,2
-0.937410017830106,1.0,0,0,1,1
-0.937410017830106,1.0,0,0,1,0
-0.4483265302665725,-1.0,2,1,0,2
-0.4483265302665725,-1.0,2,1,0,1
-0.4483265302665725,-1.0,2,1,0,0
-0.4483265302665725,-1.0,2,1,1,2
-0.4483265302665725,-1.0,2,1,1,1
-0.4483265302665725,-1.0,2,1,1,0
-0.4483265302665725,-1.0,2,2,0,2
-0.4483265302665725,-1.0,2,2,0,1
-0.4483265302665725,-1.0,2,2,0,0
-0.4483265302665725,-1.0,2,2,1,2
-0.4483265302665725,-1.0,2,2,1,1
-0.4483265302665725,-1.0,2,2,1,0
-0.4483265302665725,-1.0,2,0,0,2
-0.4483265302665725,-1.0,2,0,0,1
-0.4483265302665725,-1.0,2,0,0,0
-0.4483265302665725,-1.0,2,0,1,2
-0.4483265302665725,-1.0,2,0,1,1
-0.4483265302665725,-1.0,2,0,1,0
-0.4483265302665725,-1.0,1,1,0,2
-0.4483265302665725,-1.0,1,1,0,1
-0.4483265302665725,-1.0,1,1,0,0
-0.4483265302665725,-1.0,1,1,1,2
-0.4483265302665725,-1.0,1,1,1,1
-0.4483265302665725,-1.0,1,1,1,0
-0.4483265302665725,-1.0,1,2,0,2
-0.4483265302665725,-1.0,1,2,0,1
-0.4483265302665725,-1.0,1,2,0,0
-0.4483265302665725,-1.0,1,2,1,2
-0.4483265302665725,-1.0,1,2,1,1
-0.4483265302665725,-1.0,1,2,1,0
-0.4483265302665725,-1.0,1,0,0,2
-0.4483265302665725,-1.0,1,0,0,1
-0.4483265302665725,-1.0,1,0,0,0
-0.4483265302665725,-1.0,1,0,1,2
-0.4483265302665725,-1.0,1,0,1,1
-0.4483265302665725,-1.0,1,0,1,0
-0.4483265302665725,-1.0,0,1,0,2
-0.4483265302665725,-1.0,0,1,0,1
-0.4483265302665725,-1.0,0,1,0,0
-0.4483265302665725,-1.0,0,1,1,2
-0.4483265302665725,-1.0,0,1,1,1
-0.4483265302665725,-1.0,0,1,1,0
-0.4483265302665725,-1.0,0,2,0,2
-0.4483265302665725,-1.0,0,2,0,1
-0.4483265302665725,-1.0,0,2,0,0
-0.4483265302665725,-1.0,0,2,1,2
-0.4483265302665725,-1.0,0,2,1,1
-0.4483265302665725,-1.0,0,2,1,0
-0.4483265302665725,-1.0,0,0,0,2
-0.4483265302665725,-1.0,0,0,0,1
-0.4483265302665725,-1.0,0,0,0,0
-0.4483265302665725,-1.0,0,0,1,2
-0.4483265302665725,-1.0,0,0,1,1
-0.4483265302665725,-1.0,0,0,1,0
-0.4483265302665725,1.0,2,1,0,2
-0.4483265302665725,1.0,2,1,0,1
-0.4483265302665725,1.0,2,1,0,0
-0.4483265302665725,1.0,2,1,1,2
-0.4483265302665725,1.0,2,1,1,1
-0.4483265302665725,1.0,2,1,1,0
-0.4483265302665725,1.0,2,2,0,2
-0.4483265302665725,1.0,2,2,0,1
-0.4483265302665725,1.0,2,2,0,0
-0.4483265302665725,1.0,2,2,1,2
-0.4483265302665725,1.0,2,2,1,1
-0.4483265302665725,1.0,2,2,1,0
-0.4483265302665725,1.0,2,0,0,2
-0.4483265302665725,1.0,2,0,0,1
-0.4483265302665725,1.0,2,0,0,0
-0.4483265302665725,1.0,2,0,1,2
-0.4483265302665725,1.0,2,0,1,1
-0.4483265302665725,1.0,2,0,1,0
-0.4483265302665725,1.0,1,1,0,2
-0.4483265302665725,1.0,1,1,0,1
-0.4483265302665725,1.0,1,1,0,0
-0.4483265302665725,1.0,1,1,1,2
-0.4483265302665725,1.0,1,1,1,1
-0.4483265302665725,1.0,1,1,1,0
-0.4483265302665725,1.0,1,2,0,2
-0.4483265302665725,1.0,1,2,0,1
-0.4483265302665725,1.0,1,2,0,0
-0.4483265302665725,1.0,1,2,1,2
-0.4483265302665725,1.0,1,2,1,1
-0.4483265302665725,1.0,1,2,1,0
-0.4483265302665725,1.0,1,0,0,2
-0.4483265302665725,1.0,1,0,0,1
-0.4483265302665725,1.0,1,0,0,0
-0.4483265302665725,1.0,1,0,1,2
-0.4483265302665725,1.0,1,0,1,1
-0.4483265302665725,1.0,1,0,1,0
-0.4483265302665725,1.0,0,1,0,2
-0.4483265302665725,1.0,0,1,0,1
-0.4483265302665725,1.0,0,1,0,0
-0.4483265302665725,1.0,0,1,1,2
-0.4483265302665725,1.0,0,1,1,1
-0.4483265302665725,1.0,0,1,1,0
-0.4483265302665725,1.0,0,2,0,2
-0.4483265302665725,1.0,0,2,0,1
-0.4483265302665725,1.0,0,2,0,0
-0.4483265302665725,1.0,0,2,1,2
-0.4483265302665725,1.0,0,2,1,1
-0.4483265302665725,1.0,0,2,1,0
-0.4483265302665725,1.0,0,0,0,2
-0.4483265302665725,1.0,0,0,0,1
-0.4483265302665725,1.0,0,0,0,0
-0.4483265302665725,1.0,0,0,1,2
-0.4483265302665725,1.0,0,0,1,1
-0.4483265302665725,1.0,0,0,1,0
1.3857365480966777,-1.0,2,1,0,2
1.3857365480966777,-1.0,2,1,0,1
1.3857365480966777,-1.0,2,1,0,0
1.3857365480966777,-1.0,2,1,1,2
1.3857365480966777,-1.0,2,1,1,1
1.3857365480966777,-1.0,2,1,1,0
1.3857365480966777,-1.0,2,2,0,2
1.3857365480966777,-1.0,2,2,0,1
1.3857365480966777,-1.0,2,2,0,0
1.3857365480966777,-1.0,2,2,1,2
1.3857365480966777,-1.0,2,2,1,1
1.3857365480966777,-1.0,2,2,1,0
1.3857365480966777,-1.0,2,0,0,2
1.3857365480966777,-1.0,2,0,0,1
1.3857365480966777,-1.0,2,0,0,0
1.3857365480966777,-1.0,2,0,1,2
1.3857365480966777,-1.0,2,0,1,1
1.3857365480966777,-1.0,2,0,1,0
1.3857365480966777,-1.0,1,1,0,2
1.3857365480966777,-1.0,1,1,0,1
1.3857365480966777,-1.0,1,1,0,0
1.3857365480966777,-1.0,1,1,1,2
1.3857365480966777,-1.0,1,1,1,1
1.3857365480966777,-1.0,1,1,1,0
1.3857365480966777,-1.0,1,2,0,2
1.3857365480966777,-1.0,1,2,0,1
1.3857365480966777,-1.0,1,2,0,0
1.3857365480966777,-1.0,1,2,1,2
1.3857365480966777,-1.0,1,2,1,1
1.3857365480966777,-1.0,1,2,1,0
1.3857365480966777,-1.0,1,0,0,2
1.3857365480966777,-1.0,1,0,0,1
1.3857365480966777,-1.0,1,0,0,0
1.3857365480966777,-1.0,1,0,1,2
1.3857365480966777,-1.0,1,0,1,1
1.3857365480966777,-1.0,1,0,1,0
1.3857365480966777,-1.0,0,1,0,2
1.3857365480966777,-1.0,0,1,0,1
1.3857365480966777,-1.0,0,1,0,0
1.3857365480966777,-1.0,0,1,1,2
1.3857365480966777,-1.0,0,1,1,1
1.3857365480966777,-1.0,0,1,1,0
1.3857365480966777,-1.0,0,2,0,2
1.3857365480966777,-1.0,0,2,0,1
1.3857365480966777,-1.0,0,2,0,0
1.3857365480966777,-1.0,0,2,1,2
1.3857365480966777,-1.0,0,2,1,1
1.3857365480966777,-1.0,0,2,1,0
1.3857365480966777,-1.0,0,0,0,2
1.3857365480966777,-1.0,0,0,0,1
1.3857365480966777,-1.0,0,0,0,0
1.3857365480966777,-1.0,0,0,1,2
1.3857365480966777,-1.0,0,0,1,1
1.3857365480966777,-1.0,0,0,1,0
1.3857365480966777,1.0,2,1,0,2
1.3857365480966777,1.0,2,1,0,1
1.3857365480966777,1.0,2,1,0,0
1.3857365480966777,1.0,2,1,1,2
1.3857365480966777,1.0,2,1,1,1
1.3857365480966777,1.0,2,1,1,0
1.3857365480966777,1.0,2,2,0,2
1.3857365480966777,1.0,2,2,0,1
1.3857365480966777,1.0,2,2,0,0
1.3857365480966777,1.0,2,2,1,2
1.3857365480966777,1.0,2,2,1,1
1.3857365480966777,1.0,2,2,1,0
1.3857365480966777,1.0,2,0,0,2
1.3857365480966777,1.0,2,0,0,1
1.3857365480966777,1.0,2,0,0,0
1.3857365480966777,1.0,2,0,1,2
1.3857365480966777,1.0,2,0,1,1
1.3857365480966777,1.0,2,0,1,0
1.3857365480966777,1.0,1,1,0,2
1.3857365480966777,1.0,1,1,0,1
1.3857365480966777,1.0,1,1,0,0
1.3857365480966777,1.0,1,1,1,2
1.3857365480966777,1.0,1,1,1,1
1.3857365480966777,1.0,1,1,1,0
1.3857365480966777,1.0,1,2,0,2
1.3857365480966777,1.0,1,2,0,1
1.3857365480966777,1.0,1,2,0,0
1.3857365480966777,1.0,1,2,1,2
1.3857365480966777,1.0,1,2,1,1
1.3857365480966777,1.0,1,2,1,0
1.3857365480966777,1.0,1,0,0,2
1.3857365480966777,1.0,1,0,0,1
1.3857365480966777,1.0,1,0,0,0
1.3857365480966777,1.0,1,0,1,2
1.3857365480966777,1.0,1,0,1,1
1.3857365480966777,1.0,1,0,1,0
1.3857365480966777,1.0,0,1,0,2
1.3857365480966777,1.0,0,1,0,1
1.3857365480966777,1.0,0,1,0,0
1.3857365480966777,1.0,0,1,1,2
1.3857365480966777,1.0,0,1,1,1
1.3857365480966777,1.0,0,1,1,0
1.3857365480966777,1.0,0,2,0,2
1.3857365480966777,1.0,0,2,0,1
1.3857365480966777,1.0,0,2,0,0
1.3857365480966777,1.0,0,2,1,2
1.3857365480966777,1.0,0,2,1,1
1.3857365480966777,1.0,0,2,1,0
1.3857365480966777,1.0,0,0,0,2
1.3857365480966777,1.0,0,0,0,1
1.3857365480966777,1.0,0,0,0,0
1.3857365480966777,1.0,0,0,1,2
1.3857365480966777,1.0,0,0,1,1
1.3857365480966777,1.0,0,0,1,0
