0,1,2,3,4,5,y,subject
-0.937410017830106,-1.0,2.0,1.0,0.0,2.0,1,subject_32
-0.937410017830106,-1.0,2.0,1.0,0.0,1.0,1,subject_32
-0.937410017830106,-1.0,2.0,1.0,0.0,0.0,1,subject_32
-0.937410017830106,-1.0,2.0,1.0,1.0,2.0,1,subject_32
-0.937410017830106,-1.0,2.0,1.0,1.0,1.0,1,subject_32
-0.937410017830106,-1.0,2.0,1.0,1.0,0.0,1,subject_32
-0.937410017830106,-1.0,2.0,2.0,0.0,2.0,1,subject_32
-0.937410017830106,-1.0,2.0,2.0,0.0,1.0,1,subject_32
-0.937410017830106,-1.0,2.0,2.0,0.0,0.0,1,subject_32
-0.937410017830106,-1.0,2.0,2.0,1.0,2.0,1,subject_32
-0.937410017830106,-1.0,2.0,2.0,1.0,1.0,1,subject_32
-0.937410017830106,-1.0,2.0,2.0,1.0,0.0,1,subject_32
-0.937410017830106,-1.0,2.0,0.0,0.0,2.0,2,subject_32
-0.937410017830106,-1.0,2.0,0.0,0.0,1.0,1,subject_32
-0.937410017830106,-1.0,2.0,0.0,0.0,0.0,1,subject_32
-0.937410017830106,-1.0,2.0,0.0,1.0,2.0,4,subject_32
-0.937410017830106,-1.0,2.0,0.0,1.0,1.0,2,subject_32
-0.937410017830106,-1.0,2.0,0.0,1.0,0.0,1,subject_32
-0.937410017830106,-1.0,1.0,1.0,0.0,2.0,2,subject_32
-0.937410017830106,-1.0,1.0,1.0,0.0,1.0,1,subject_32
-0.937410017830106,-1.0,1.0,1.0,0.0,0.0,1,subject_32
-0.937410017830106,-1.0,1.0,1.0,1.0,2.0,3,subject_32
-0.937410017830106,-1.0,1.0,1.0,1.0,1.0,2,subject_32
-0.937410017830106,-1.0,1.0,1.0,1.0,0.0,1,subject_32
-0.937410017830106,-1.0,1.0,2.0,0.0,2.0,1,subject_32
-0.937410017830106,-1.0,1.0,2.0,0.0,1.0,1,subject_32
-0.937410017830106,-1.0,1.0,2.0,0.0,0.0,1,subject_32
-0.937410017830106,-1.0,1.0,2.0,1.0,2.0,1,subject_32
-0.937410017830106,-1.0,1.0,2.0,1.0,1.0,1,subject_32
-0.937410017830106,-1.0,1.0,2.0,1.0,0.0,1,subject_32
-0.937410017830106,-1.0,1.0,0.0,0.0,2.0,4,subject_32
-0.937410017830106,-1.0,1.0,0.0,0.0,1.0,2,subject_32
-0.937410017830106,-1.0,1.0,0.0,0.0,0.0,1,subject_32
-0.937410017830106,-1.0,1.0,0.0,1.0,2.0,6,subject_32
-0.937410017830106,-1.0,1.0,0.0,1.0,1.0,4,subject_32
-0.937410017830106,-1.0,1.0,0.0,1.0,0.0,2,subject_32
-0.937410017830106,-1.0,0.0,1.0,0.0,2.0,4,subject_32
-0.937410017830106,-1.0,0.0,1.0,0.0,1.0,2,subject_32
-0.937410017830106,-1.0,0.0,1.0,0.0,0.0,1,subject_32
-0.937410017830106,-1.0,0.0,1.0,1.0,2.0,5,subject_32
-0.937410017830106,-1.0,0.0,1.0,1.0,1.0,4,subject_32
-0.937410017830106,-1.0,0.0,1.0,1.0,0.0,2,subject_32
-0.937410017830106,-1.0,0.0,2.0,0.0,2.0,1,subject_32
-0.937410017830106,-1.0,0.0,2.0,0.0,1.0,1,subject_32
-0.937410017830106,-1.0,0.0,2.0,0.0,0.0,1,subject_32
-0.937410017830106,-1.0,0.0,2.0,1.0,2.0,3,subject_32
-0.937410017830106,-1.0,0.0,2.0,1.0,1.0,2,subject_32
-0.937410017830106,-1.0,0.0,2.0,1.0,0.0,1,subject_32
-0.937410017830106,-1.0,0.0,0.0,0.0,2.0,6,subject_32
-0.937410017830106,-1.0,0.0,0.0,0.0,1.0,5,subject_32
-0.937410017830106,-1.0,0.0,0.0,0.0,0.0,3,subject_32
-0.937410017830106,-1.0,0.0,0.0,1.0,2.0,6,subject_32
-0.937410017830106,-1.0,0.0,0.0,1.0,1.0,6,subject_32
-0.937410017830106,-1.0,0.0,0.0,1.0,0.0,5,subject_32
-0.937410017830106,1.0,2.0,1.0,0.0,2.0,1,subject_32
-0.937410017830106,1.0,2.0,1.0,0.0,1.0,1,subject_32
-0.937410017830106,1.0,2.0,1.0,0.0,0.0,1,subject_32
-0.937410017830106,1.0,2.0,1.0,1.0,2.0,3,subject_32
-0.937410017830106,1.0,2.0,1.0,1.0,1.0,2,subject_32
-0.937410017830106,1.0,2.0,1.0,1.0,0.0,1,subject_32
-0.937410017830106,1.0,2.0,2.0,0.0,2.0,1,subject_32
-0.937410017830106,1.0,2.0,2.0,0.0,1.0,1,subject_32
-0.937410017830106,1.0,2.0,2.0,0.0,0.0,1,subject_32
-0.937410017830106,1.0,2.0,2.0,1.0,2.0,1,subject_32
-0.937410017830106,1.0,2.0,2.0,1.0,1.0,1,subject_32
