x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture,pred_mean,pred_std
2.8,6.5,2,1,0,2,0.2818326,0.68482554
2.8,6.5,2,1,0,1,0.50764644,0.68735576
2.8,6.5,2,1,0,0,0.68422997,0.7086421
2.8,6.5,2,1,1,2,0.2605447,0.6953483
2.8,6.5,2,1,1,1,0.47501174,0.6889488
2.8,6.5,2,1,1,0,0.6481402,0.70183194
2.8,6.5,2,2,0,2,0.8949251,0.7257363
2.8,6.5,2,2,0,1,1.1495059,0.72235143
2.8,6.5,2,2,0,0,1.2804036,0.7454647
2.8,6.5,2,2,1,2,0.97141254,0.7098677
2.8,6.5,2,2,1,1,1.2419533,0.70156616
2.8,6.5,2,2,1,0,1.3668275,0.72588176
2.8,6.5,2,0,0,2,-0.11602196,0.7162143
2.8,6.5,2,0,0,1,0.049945265,0.69711155
2.8,6.5,2,0,0,0,0.23125342,0.6936138
2.8,6.5,2,0,1,2,-0.22985682,0.7119843
2.8,6.5,2,0,1,1,-0.084068626,0.691964
2.8,6.5,2,0,1,0,0.0971494,0.6876027
2.8,6.5,1,1,0,2,0.10750714,0.6927609
2.8,6.5,1,1,0,1,0.2992114,0.691454
2.8,6.5,1,1,0,0,0.46866348,0.7079956
2.8,6.5,1,1,1,2,0.07012048,0.6962482
2.8,6.5,1,1,1,1,0.25037375,0.6900324
2.8,6.5,1,1,1,0,0.4180489,0.70227724
2.8,6.5,1,2,0,2,0.6733173,0.72306323
2.8,6.5,1,2,0,1,0.89803076,0.71369934
2.8,6.5,1,2,0,0,1.0401193,0.7325411
2.8,6.5,1,2,1,2,0.7263086,0.7030814
2.8,6.5,1,2,1,1,0.9620719,0.68929404
2.8,6.5,1,2,1,0,1.1052797,0.71118546
2.8,6.5,1,0,0,2,-0.25253567,0.70884156
2.8,6.5,1,0,0,1,-0.11114833,0.69639957
2.8,6.5,1,0,0,0,0.06371859,0.7008251
2.8,6.5,1,0,1,2,-0.38198313,0.70549285
2.8,6.5,1,0,1,1,-0.2695453,0.6918512
2.8,6.5,1,0,1,0,-0.09813151,0.69545704
2.8,6.5,0,1,0,2,-0.034254044,0.71029055
2.8,6.5,0,1,0,1,0.102592856,0.7051577
2.8,6.5,0,1,0,0,0.24224356,0.7212424
2.8,6.5,0,1,1,2,-0.08079693,0.70758414
2.8,6.5,0,1,1,1,0.044550925,0.7017314
2.8,6.5,0,1,1,0,0.18266705,0.7174236
2.8,6.5,0,2,0,2,0.43565658,0.7435784
2.8,6.5,0,2,0,1,0.605531,0.7293819
