Condition_ID,x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture
271,8.5,8.0,Strict,Solid,Closed,Strict
202,4.0,8.0,Chaos,Solid,Open,Strict
201,4.0,8.0,Chaos,Solid,Closed,Chaos
290,8.5,8.0,Rotated,Solid,Closed,Rotated
1,2.8,6.5,Strict,Solid,Closed,Strict
256,8.5,6.5,Chaos,Solid,Open,Strict
177,4.0,8.0,Strict,Color,Closed,Chaos
130,4.0,6.5,Rotated,Solid,Open,Strict
253,8.5,6.5,Chaos,Solid,Closed,Strict
305,8.5,8.0,Rotated,Color,Open,Rotated
23,2.8,6.5,Rotated,Solid,Open,Rotated
137,4.0,6.5,Rotated,Translucent,Open,Rotated
32,2.8,6.5,Rotated,Color,Closed,Rotated
324,8.5,8.0,Chaos,Color,Open,Chaos
108,2.8,8.0,Chaos,Color,Open,Chaos
142,4.0,6.5,Rotated,Color,Open,Strict
27,2.8,6.5,Rotated,Translucent,Closed,Chaos
7,2.8,6.5,Strict,Translucent,Closed,Strict
312,8.5,8.0,Chaos,Solid,Open,Chaos
281,8.5,8.0,Strict,Translucent,Open,Rotated
136,4.0,6.5,Rotated,Translucent,Open,Strict
21,2.8,6.5,Rotated,Solid,Closed,Chaos
225,8.5,6.5,Strict,Translucent,Closed,Chaos
54,2.8,6.5,Chaos,Color,Open,Chaos
83,2.8,8.0,Rotated,Translucent,Open,Rotated
