Condition_ID,x1_CeilingHeight,x2_GridModule,x3_OuterFurniture,x4_VisualBoundary,x5_PhysicalBoundary,x6_InnerFurniture
71,2.8,8.0,Strict,Color,Open,Rotated
183,4.0,8.0,Rotated,Solid,Closed,Chaos
102,2.8,8.0,Chaos,Translucent,Open,Chaos
1,2.8,6.5,Strict,Solid,Closed,Strict
98,2.8,8.0,Chaos,Translucent,Closed,Rotated
256,8.5,6.5,Chaos,Solid,Open,Strict
17,2.8,6.5,Strict,Color,Open,Rotated
324,8.5,8.0,Chaos,Color,Open,Chaos
251,8.5,6.5,Rotated,Color,Open,Rotated
137,4.0,6.5,Rotated,Translucent,Open,Rotated
122,4.0,6.5,Strict,Color,Closed,Rotated
83,2.8,8.0,Rotated,Translucent,Open,Rotated
34,2.8,6.5,Rotated,Color,Open,Strict
315,8.5,8.0,Chaos,Translucent,Closed,Chaos
292,8.5,8.0,Rotated,Solid,Open,Strict
289,8.5,8.0,Rotated,Solid,Closed,Strict
85,2.8,8.0,Rotated,Color,Closed,Strict
186,4.0,8.0,Rotated,Solid,Open,Chaos
38,2.8,6.5,Chaos,Solid,Closed,Rotated
147,4.0,6.5,Chaos,Solid,Closed,Chaos
263,8.5,6.5,Chaos,Translucent,Open,Rotated
10,2.8,6.5,Strict,Translucent,Open,Strict
18,2.8,6.5,Strict,Color,Open,Chaos
133,4.0,6.5,Rotated,Translucent,Closed,Strict
271,8.5,8.0,Strict,Solid,Closed,Strict
323,8.5,8.0,Chaos,Color,Open,Rotated
82,2.8,8.0,Rotated,Translucent,Open,Strict
268,8.5,6.5,Chaos,Color,Open,Strict
100,2.8,8.0,Chaos,Translucent,Open,Strict
87,2.8,8.0,Rotated,Color,Closed,Chaos
199,4.0,8.0,Chaos,Solid,Closed,Strict
273,8.5,8.0,Strict,Solid,Closed,Chaos
105,2.8,8.0,Chaos,Color,Closed,Chaos
124,4.0,6.5,Strict,Color,Open,Strict
26,2.8,6.5,Rotated,Translucent,Closed,Rotated
238,8.5,6.5,Rotated,Solid,Open,Strict
110,4.0,6.5,Strict,Solid,Closed,Rotated
267,8.5,6.5,Chaos,Color,Closed,Chaos
313,8.5,8.0,Chaos,Translucent,Closed,Strict
74,2.8,8.0,Rotated,Solid,Closed,Rotated
79,2.8,8.0,Rotated,Translucent,Closed,Strict
66,2.8,8.0,Strict,Translucent,Open,Chaos
163,4.0,8.0,Strict,Solid,Closed,Strict
115,4.0,6.5,Strict,Translucent,Closed,Strict
93,2.8,8.0,Chaos,Solid,Closed,Chaos
275,8.5,8.0,Strict,Solid,Open,Rotated
200,4.0,8.0,Chaos,Solid,Closed,Rotated
240,8.5,6.5,Rotated,Solid,Open,Chaos
92,2.8,8.0,Chaos,Solid,Closed,Rotated
140,4.0,6.5,Rotated,Color,Closed,Rotated
139,4.0,6.5,Rotated,Color,Closed,Strict
210,4.0,8.0,Chaos,Translucent,Open,Chaos
316,8.5,8.0,Chaos,Translucent,Open,Strict
160,4.0,6.5,Chaos,Color,Open,Strict
54,2.8,6.5,Chaos,Color,Open,Chaos
8,2.8,6.5,Strict,Translucent,Closed,Rotated
6,2.8,6.5,Strict,Solid,Open,Chaos
148,4.0,6.5,Chaos,Solid,Open,Strict
231,8.5,6.5,Strict,Color,Closed,Chaos
225,8.5,6.5,Strict,Translucent,Closed,Chaos
230,8.5,6.5,Strict,Color,Closed,Rotated
241,8.5,6.5,Rotated,Translucent,Closed,Strict
190,4.0,8.0,Rotated,Translucent,Open,Strict
295,8.5,8.0,Rotated,Translucent,Closed,Strict
95,2.8,8.0,Chaos,Solid,Open,Rotated
113,4.0,6.5,Strict,Solid,Open,Rotated
188,4.0,8.0,Rotated,Translucent,Closed,Rotated
232,8.5,6.5,Strict,Color,Open,Strict
180,4.0,8.0,Strict,Color,Open,Chaos
195,4.0,8.0,Rotated,Color,Closed,Chaos
209,4.0,8.0,Chaos,Translucent,Open,Rotated
265,8.5,6.5,Chaos,Color,Closed,Strict
165,4.0,8.0,Strict,Solid,Closed,Chaos
172,4.0,8.0,Strict,Translucent,Open,Strict
185,4.0,8.0,Rotated,Solid,Open,Rotated
49,2.8,6.5,Chaos,Color,Closed,Strict
216,4.0,8.0,Chaos,Color,Open,Chaos
109,4.0,6.5,Strict,Solid,Closed,Strict
220,8.5,6.5,Strict,Solid,Open,Strict
67,2.8,8.0,Strict,Color,Closed,Strict
261,8.5,6.5,Chaos,Translucent,Closed,Chaos
157,4.0,6.5,Chaos,Color,Closed,Strict
152,4.0,6.5,Chaos,Translucent,Closed,Rotated
202,4.0,8.0,Chaos,Solid,Open,Strict
177,4.0,8.0,Strict,Color,Closed,Chaos
239,8.5,6.5,Rotated,Solid,Open,Rotated
170,4.0,8.0,Strict,Translucent,Closed,Rotated
